hit_id,x,y,z,volume_id,layer_id,module_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight,pt
17055,32.3347,11.7374,-325.679,8,1,42,301754437892833280,32.3349,11.7372,-325.687,0.730491,0.275694,-7.1745,1.54331e-05,0.78078437
17060,10.5814,30.3499,-280.339,8,1,43,432345701666521088,10.5937,30.344,-280.309,0.312834,0.868267,-8.33973,0.0,0.9229045
17065,12.3727,29.4867,-288.208,8,1,43,734098215414005760,12.3663,29.4897,-288.225,0.453312,1.05466,-10.2539,2.76216e-05,1.1479545
17074,16.5791,27.4597,-294.519,8,1,43,864701642535075840,16.5766,27.4609,-294.507,0.929716,1.52285,-16.2957,3.54549e-05,1.7842208
17075,18.6205,26.4759,-280.762,8,1,43,671041361000005632,18.6199,26.4763,-280.754,0.538455,0.749345,-7.94081,1.28312e-05,0.9227414
17084,4.32987,31.741,-294.045,8,1,44,139613306435403776,4.33103,31.7409,-294.046,0.180516,1.37876,-13.1219,3.28565e-05,1.3905269
17085,-0.241038,31.9988,-320.782,8,1,44,950262201434767360,-0.249336,31.9993,-320.783,-0.0159418,0.900235,-8.91662,2.043e-05,0.90037614
17089,13.122,31.245,-305.299,8,1,44,734098215414005760,13.1218,31.245,-305.294,0.454613,1.05415,-10.2539,2.32022e-05,1.1480005
17091,10.9621,31.3669,-290.126,8,1,44,432345701666521088,10.9626,31.3668,-290.135,0.312664,0.868268,-8.33968,0.0,0.9228478
17098,-7.24426,31.2973,-327.654,8,1,45,914232373623652352,-7.24113,31.2984,-327.638,-0.2426,1.08996,-10.9934,2.13911e-05,1.1166322
17099,-6.13211,31.6861,-301.746,8,1,45,220677137655398400,-6.13479,31.6852,-301.738,-0.313744,1.57565,-14.8155,6.52054e-05,1.6065828
17105,-23.5055,21.8233,-321.59,8,1,46,517915812573478912,-23.5078,21.8213,-321.592,-0.707919,0.669701,-9.56578,1.89186e-05,0.9744992
17107,-15.6005,28.8842,-306.69,8,1,46,225187815388872704,-15.6002,28.8844,-306.698,-0.519537,0.943911,-9.8811,0.0,1.0774446
17110,-14.9255,29.487,-295.965,8,1,46,211680246322167808,-14.9256,29.487,-295.945,-0.392751,0.798922,-8.06201,1.88609e-05,0.8902414
17112,-13.2107,31.0187,-291.749,8,1,46,914237458864930816,-13.2102,31.0192,-291.741,-0.582276,1.39189,-12.5435,2.6322e-05,1.5087754
17113,-17.5603,27.1336,-280.9,8,1,46,153128434644549632,-17.5621,27.1321,-280.893,-1.0183,1.55254,-16.2457,5.76371e-05,1.8566947
17121,-27.5686,16.353,-319.777,8,1,47,968276325066342400,-27.5699,16.3503,-319.757,-1.3147,0.768025,-14.951,3.90002e-05,1.5225959
17128,-31.7394,4.35871,-314.793,8,1,48,355784645440176128,-31.7395,4.3563,-314.79,-0.817781,0.102518,-8.0611,1.53224e-05,0.82418185
17129,-31.8286,2.7763,-295.374,8,1,48,878209830077071360,-31.8286,2.7765,-295.369,-3.02407,0.253785,-28.1783,0.0,3.0347004
17135,-31.2351,13.2978,-284.07,8,1,48,864707277532168192,-31.235,13.2991,-284.084,-2.16217,0.910588,-19.5276,3.76946e-05,2.3460925
17139,-31.2825,12.4572,-280.196,8,1,48,153125067390189568,-31.2829,12.4514,-280.068,-0.728761,0.299556,-6.60012,0.0,0.78792536
17142,-31.2106,-5.99212,-240.311,8,1,49,954769374474928128,-31.2102,-5.9931,-240.305,-0.864505,-0.155088,-6.30582,1.86136e-05,0.87830585
17145,-33.6055,0.857595,-216.434,8,1,49,22526107035107328,-33.6054,0.857487,-216.433,-1.05218,0.0373224,-6.81324,1.89566e-05,1.0528418
17146,-30.4417,-8.19118,-226.652,8,1,49,216173744186458112,-30.4418,-8.19081,-226.652,-1.02147,-0.285299,-7.8095,0.0,1.0605642
17152,-31.7146,-4.5504,-259.814,8,1,49,364794181157126144,-31.7147,-4.55016,-259.809,-1.10461,-0.149005,-8.63263,2.46983e-05,1.1146146
17154,-31.7739,-4.38079,-221.364,8,1,49,216188450154479616,-31.7738,-4.38131,-221.372,-0.816675,-0.122231,-5.838,1.53327e-05,0.82577145
17155,-30.2335,-8.78662,-259.19,8,1,49,94579852782338048,-30.234,-8.78514,-259.187,-1.28896,-0.36544,-11.3199,2.72093e-05,1.3397627
17158,-33.8374,1.52093,-244.609,8,1,49,396317798000754688,-33.837,1.51991,-244.604,-1.35464,0.0698469,-9.96874,2.52403e-05,1.3564395
17161,-28.3699,-14.1169,-216.713,8,1,49,734096909743947776,-28.3727,-14.1088,-216.811,-4.58516,-2.29092,-34.6528,5.80657e-05,5.1256223
17163,-29.6895,-10.3427,-239.228,8,1,49,639525097140387840,-29.6869,-10.3498,-239.248,-0.986313,-0.354081,-8.14841,2.18072e-05,1.0479441
17171,-29.723,-10.2466,-234.344,8,1,49,418837857721909248,-29.7242,-10.2434,-234.348,-1.13964,-0.3819,-9.11669,2.64583e-05,1.2019262
17172,-31.3762,-5.51848,-221.133,8,1,49,481885435006550016,-31.3758,-5.5195,-221.137,-0.789749,-0.129634,-5.63594,2.00422e-05,0.80031776
17175,-30.6572,-7.57486,-280.053,8,1,49,517919111108362240,-30.6602,-7.56613,-280.417,-1.36359,-0.326363,-12.1436,0.0,1.4021022
17179,-23.4727,-20.9158,-209.748,8,1,50,747600767958908928,-23.4701,-20.9187,-209.479,-0.772474,-0.701478,-6.96409,0.0,1.0434498
17180,-29.1899,-14.5149,-222.993,8,1,50,734096909743947776,-29.1885,-14.5165,-222.977,-4.58462,-2.29202,-34.6527,5.03236e-05,5.1256313
17187,-23.2419,-21.1741,-235.907,8,1,50,328764422065487872,-23.2477,-21.1676,-235.885,-0.549463,-0.514432,-5.71635,0.0,0.7526951
17188,-22.5733,-21.9226,-232.106,8,1,50,716072684349292544,-22.5702,-21.9262,-232.116,-2.63669,-2.57146,-26.4966,6.77759e-05,3.683007
17206,-22.5067,-21.9972,-223.08,8,1,50,837677364711260160,-22.4968,-22.0083,-223.075,-0.671956,-0.670662,-6.38722,2.14119e-05,0.94937474
17216,-15.3436,-27.5054,-229.382,8,1,51,657533791933300736,-15.3459,-27.5044,-229.379,-1.19828,-2.12817,-17.5245,9.67283e-05,2.4423313
17218,-25.0292,-22.8381,-254.441,8,1,51,328764422065487872,-25.0288,-22.8383,-254.432,-0.548147,-0.514704,-5.71489,0.0,0.7519211
17225,-20.264,-25.1344,-274.66,8,1,51,27023453190094848,-20.2649,-25.134,-274.672,-0.6759,-0.853529,-9.20579,2.08853e-05,1.0887389
17228,-24.0088,-23.3298,-246.58,8,1,51,716072684349292544,-24.0089,-23.3298,-246.576,-2.63657,-2.57195,-26.4965,5.69317e-05,3.6832633
17230,-17.7092,-26.3655,-232.714,8,1,51,180151750395691008,-17.7084,-26.3659,-232.735,-0.423848,-0.647991,-5.94915,1.67137e-05,0.7742993
17232,-23.8807,-23.3916,-236.238,8,1,51,837677364711260160,-23.8809,-23.3915,-236.24,-0.671385,-0.671141,-6.38718,1.82974e-05,0.9493093
17233,-21.171,-24.6973,-270.516,8,1,51,4515281938415616,-21.173,-24.6964,-270.502,-0.92023,-1.05858,-11.65,5.74858e-05,1.4026457
17234,-15.6977,-27.3348,-253.67,8,1,51,873699014904643584,-15.6988,-27.3343,-253.676,-0.570401,-1.0136,-9.4479,3.04986e-05,1.1630745
17238,-9.26767,-30.9666,-210.71,8,1,52,842178352998514688,-9.26825,-30.9665,-210.705,-0.249816,-0.800445,-5.42893,0.0,0.8385227
17240,-9.13096,-30.9743,-240.464,8,1,52,4527445285797888,-9.13089,-30.9743,-240.47,-0.248969,-0.879678,-6.8089,2.0728e-05,0.91423136
17243,-9.45606,-30.9559,-217.724,8,1,52,22520540757491712,-9.45666,-30.9559,-217.712,-0.252504,-0.796804,-5.64978,1.91442e-05,0.8358558
17244,-11.71,-30.8288,-234.268,8,1,52,211680383761121280,-11.7118,-30.8287,-234.287,-0.282449,-0.718494,-5.56217,2.12251e-05,0.77201754
17248,-5.96333,-31.153,-209.977,8,1,52,495397883156103168,-5.95774,-31.1533,-209.918,-0.237645,-1.29873,-8.89314,2.68682e-05,1.3202934
17255,-8.5991,-31.0043,-250.705,8,1,52,27031836966256640,-8.59903,-31.0043,-250.703,-0.357979,-1.25554,-10.1156,2.85308e-05,1.3055763
17256,-1.25111,-31.4188,-251.184,8,1,52,9008023888461824,-1.24367,-31.4192,-251.201,-0.0247977,-0.856966,-6.74945,1.69166e-05,0.8573247
17258,1.03747,-31.5479,-211.171,8,1,52,873727808365395968,1.02404,-31.5471,-211.167,0.00539203,-1.02874,-7.18253,0.0,1.0287542
17263,1.03273,-32.9445,-220.926,8,1,53,873727808365395968,1.03194,-32.9448,-220.925,0.00623412,-1.02874,-7.18253,0.0,1.0287589
17265,11.6992,-29.2152,-210.611,8,1,53,450360512492863488,11.693,-29.2173,-210.59,0.329758,-0.846236,-6.08206,1.77797e-05,0.90821564
17266,5.6284,-31.3377,-260.025,8,1,53,495401525288370176,5.62732,-31.3381,-260.01,0.144907,-0.751763,-6.33849,2.34084e-05,0.7656015
17270,8.74823,-30.2469,-245.336,8,1,53,860188422180962304,8.74723,-30.2473,-245.324,0.207134,-0.757604,-6.10618,0.0,0.7854096
17276,-1.30818,-33.763,-269.645,8,1,53,9008023888461824,-1.30959,-33.7635,-269.665,-0.0234397,-0.856707,-6.74945,1.48345e-05,0.8570276
17277,5.44929,-31.4004,-266.647,8,1,53,837674409773760512,5.4464,-31.4014,-266.642,0.177867,-0.968549,-7.89115,2.62642e-05,0.98474556
17280,3.90321,-31.9409,-280.254,8,1,53,418840194184118272,3.88348,-31.9478,-280.846,0.127429,-0.966722,-8.63705,1.89289e-05,0.9750844
17281,11.7195,-29.2081,-227.59,8,1,53,860188765778345984,11.7274,-29.2053,-227.585,0.834002,-2.05522,-16.011,5.08054e-05,2.217992
17292,18.6939,-25.4573,-228.037,8,1,54,130606244619616256,18.6926,-25.4584,-228.049,0.581172,-0.809218,-7.2789,2.43174e-05,0.99629045
17296,12.4139,-31.0666,-223.861,8,1,54,450360512492863488,12.4126,-31.0677,-223.885,0.32952,-0.846368,-6.082,1.55915e-05,0.9082523
17297,19.5224,-24.7172,-209.524,8,1,54,427842376917057536,19.5289,-24.7114,-209.059,0.554416,-0.686098,-5.8653,0.0,0.88210404
17303,14.8716,-28.8714,-254.916,8,1,54,495401387849416704,14.8704,-28.8724,-254.928,0.727545,-1.43336,-12.7976,3.21961e-05,1.6074336
17308,17.0197,-26.9526,-273.23,8,1,54,657530630837370880,17.0203,-26.9521,-273.229,0.505797,-0.781421,-7.88052,0.0,0.9308326
17309,12.4659,-31.0201,-241.711,8,1,54,860188765778345984,12.4648,-31.0211,-241.732,0.834988,-2.05451,-16.0109,4.26765e-05,2.2177052
17310,18.2881,-25.8197,-238.442,8,1,54,418841774732083200,18.2892,-25.8188,-238.432,0.46475,-0.638535,-6.05955,1.57487e-05,0.78975916
17315,24.7238,-21.1161,-232.798,8,1,55,153129190558793728,24.7239,-21.1159,-232.789,1.4211,-1.22804,-13.5401,3.99187e-05,1.8781925
17318,28.6752,-12.9161,-239.727,8,1,55,873702519597957120,28.671,-12.9249,-239.724,0.743078,-0.323297,-6.22846,1.61013e-05,0.81036156
17322,27.1599,-16.0608,-234.873,8,1,55,153137849212862464,27.1587,-16.0631,-234.866,0.666179,-0.383616,-5.76584,2.9537e-05,0.7687364
17323,29.9776,-10.2135,-229.892,8,1,55,301747497225682944,29.974,-10.2209,-229.896,0.739274,-0.262818,-5.45481,1.68996e-05,0.78460145
17325,26.0439,-18.3766,-271.857,8,1,55,337777393756274688,26.0447,-18.3749,-271.861,2.86642,-2.00749,-30.8517,6.77759e-05,3.4994829
17327,27.6907,-14.9591,-249.436,8,1,55,306248829110321152,27.6908,-14.9589,-249.429,2.86557,-1.55781,-26.7986,0.0,3.261635
17333,31.2052,-5.03715,-245.332,8,1,56,923241565743218688,31.2051,-5.03881,-245.314,1.01004,-0.153023,-7.72499,2.4872e-05,1.0215659
17337,31.2732,-3.83124,-264.37,8,1,56,4532942843936768,31.2732,-3.83109,-264.354,0.922333,-0.122999,-7.80821,2.10542e-05,0.9304982
17339,30.7103,-13.8101,-256.811,8,1,56,873702519597957120,30.7103,-13.8102,-256.812,0.743712,-0.321908,-6.22842,1.41196e-05,0.81039023
17340,31.374,-2.04447,-218.098,8,1,56,707071326250074112,31.3742,-2.04096,-218.085,1.51737,-0.0873983,-10.3741,3.89315e-05,1.5198848
17349,31.5732,1.48676,-256.39,8,1,56,517914025867083776,31.5733,1.4879,-256.407,1.36993,0.0541984,-10.8408,3.24603e-05,1.3710017
17358,30.8944,-10.5474,-236.689,8,1,56,301747497225682944,30.8943,-10.5485,-236.687,0.73857,-0.263767,-5.45481,1.46463e-05,0.78425676
17360,31.1085,-6.75076,-261.799,8,1,56,837674341054283776,31.1085,-6.7505,-261.801,1.29785,-0.292231,-10.4779,4.81021e-05,1.3303434
17363,32.769,1.53476,-265.863,8,1,57,517914025867083776,32.769,1.53492,-265.868,1.36945,0.0533675,-10.8408,2.72667e-05,1.3704895
17368,32.0523,3.58463,-261.8,8,1,57,216176905282387968,32.0525,3.58394,-261.804,0.949548,0.0958748,-7.89805,2.14963e-05,0.9543759
17371,31.1514,6.16137,-267.894,8,1,57,4509921819230208,31.152,6.15962,-267.89,1.13956,0.233247,-9.80757,3.04812e-05,1.1631857
17373,29.195,11.757,-224.441,8,1,57,301748253139927040,29.1984,11.7471,-224.423,1.21685,0.478894,-8.9264,0.0,1.307694
17384,28.4029,14.0225,-237.974,8,1,57,135109569369079808,28.4092,14.0043,-237.976,0.70712,0.338838,-6.13005,1.81305e-05,0.7841109
17386,29.9961,9.46575,-211.285,8,1,57,801641008549855232,29.9959,9.46614,-211.283,2.95474,0.922949,-20.9039,6.77759e-05,3.095533
17392,29.2739,14.4209,-245.482,8,1,58,135109569369079808,29.2756,14.419,-245.484,0.707876,0.33861,-6.12993,1.54934e-05,0.7846943
17395,26.3798,17.6611,-209.518,8,1,58,761108611903520768,26.3692,17.6729,-209.1,1.30677,0.88559,-9.61583,5.62521e-05,1.5785809
17401,21.908,22.6675,-244.853,8,1,58,274720608061751296,21.9186,22.6556,-244.865,0.827326,0.842955,-9.22585,2.42409e-05,1.1811187
17405,31.0219,12.4639,-237.801,8,1,58,301748253139927040,31.0219,12.4639,-237.797,1.21771,0.477515,-8.92632,0.0,1.3079902
17406,23.7724,20.5801,-238.225,8,1,58,418841843451559936,23.7743,20.5781,-238.218,0.705887,0.600064,-7.1497,2.48988e-05,0.92647356
17412,26.4903,17.5373,-247.415,8,1,58,9008230046892032,26.493,17.5343,-247.427,1.94506,1.27342,-17.8465,5.31159e-05,2.3248348
17415,28.6402,15.1303,-209.952,8,1,58,801653309336190976,28.6384,15.1324,-209.899,0.90269,0.488222,-6.68675,2.49818e-05,1.0262601
17419,23.0415,23.796,-257.379,8,1,59,274720608061751296,23.0396,23.7969,-257.361,0.828392,0.842145,-9.22578,2.10088e-05,1.1812881
17424,18.3269,26.0678,-276.428,8,1,59,671041361000005632,18.3263,26.0681,-276.429,0.538853,0.749472,-7.94082,1.41644e-05,0.92307687
17425,15.7745,27.2978,-224.575,8,1,59,734091687063715840,15.7741,27.298,-224.572,1.34898,2.31342,-18.841,5.58563e-05,2.6779954
17430,10.4387,29.869,-275.808,8,1,59,432345701666521088,10.4251,29.8756,-275.814,0.312615,0.869036,-8.33971,0.0,0.9235538
17434,18.559,25.956,-263.689,8,1,59,211685812599783424,18.558,25.9565,-263.694,0.47088,0.641729,-6.66467,1.58688e-05,0.7959548
17438,16.3582,27.0165,-267.803,8,1,59,671047958069772288,16.3569,27.0172,-267.798,0.656962,1.06727,-10.5428,2.74792e-05,1.2532616
17439,6.79601,31.106,-228.91,8,1,60,369296406394961920,6.79761,31.1059,-228.925,0.183637,0.791336,-5.79941,2.03325e-05,0.8123639
17440,6.63271,31.1152,-237.122,8,1,60,707074899662864384,6.6355,31.115,-237.116,0.305664,1.47175,-11.0344,8.6193e-05,1.5031562
17441,5.60755,31.173,-212.774,8,1,60,639523241714515968,5.60534,31.1731,-212.774,0.170411,0.995878,-6.93792,2.68824e-05,1.0103528
17448,3.4912,31.2924,-235.38,8,1,60,743110362471071744,3.4938,31.2923,-235.39,0.155926,1.1453,-8.30901,2.55307e-05,1.1558656
17455,3.99095,31.2642,-237.643,8,1,60,963771900805251072,3.99213,31.2641,-237.649,0.102346,0.871372,-6.67427,2.17293e-05,0.87736183
17456,-0.638107,31.5253,-258.415,8,1,60,180145222045401088,-0.635953,31.5252,-258.423,-0.0503907,2.09264,-17.8806,3.81888e-05,2.0932465
17459,-1.68644,31.5845,-233.294,8,1,60,225185822524047360,-1.69087,31.5847,-233.292,-0.242897,4.40711,-31.7835,0.0,4.413799
17463,-12.3706,28.9804,-273.417,8,1,61,914237458864930816,-12.3582,28.9848,-273.404,-0.583366,1.39141,-12.5435,3.03716e-05,1.5087537
17465,-7.52471,30.6747,-246.316,8,1,61,391816053799256064,-7.52221,30.6756,-246.301,-0.25507,1.07639,-8.30478,2.28909e-05,1.106199
17466,-13.0785,28.7329,-246.54,8,1,61,396316904647557120,-13.0677,28.7367,-246.537,-0.803734,1.78996,-15.594,4.93983e-05,1.9621277
17473,-1.75112,32.6934,-241.297,8,1,61,225185822524047360,-1.75203,32.693,-241.285,-0.243542,4.40792,-31.7834,0.0,4.414643
17476,-6.94696,30.8767,-241.453,8,1,61,734090587552088064,-6.94563,30.8772,-241.459,-0.267035,1.14903,-8.89355,5.99768e-05,1.1796514
17479,-6.02272,31.1999,-250.037,8,1,61,797141532091088896,-6.02291,31.1998,-250.033,-0.196823,1.06461,-8.4624,2.24443e-05,1.0826513
17480,-4.65575,31.6778,-246.772,8,1,61,954768824719114240,-4.65715,31.6773,-246.776,-0.268903,1.75416,-13.0151,3.26903e-05,1.774651
17487,-0.671553,33.0708,-271.618,8,1,61,180145222045401088,-0.673493,33.0701,-271.623,-0.0512601,2.09241,-17.8805,3.34887e-05,2.0930378
17488,-8.79439,30.2308,-210.983,8,1,61,4504767858475008,-8.79434,30.2308,-210.983,-0.249213,0.821767,-5.75467,1.96153e-05,0.85872465
17509,-19.7376,24.525,-222.737,8,1,62,63050600941617152,-19.7376,24.525,-222.732,-1.33269,1.63912,-14.904,5.29409e-05,2.1125286
17511,-13.6268,29.9832,-257.407,8,1,62,396316904647557120,-13.6271,29.983,-257.393,-0.803674,1.78977,-15.594,4.06164e-05,1.9619298
17513,-23.7473,20.9435,-259.1,8,1,62,837687054157479936,-23.7322,20.957,-259.11,-0.594604,0.512366,-6.14514,2.15197e-05,0.78490305
17522,-15.224,28.5566,-253.368,8,1,62,126101682919571456,-15.225,28.5557,-253.368,-0.424743,0.775461,-7.03598,2.65134e-05,0.8841643
17526,-29.292,11.6361,-262.045,8,1,63,153125067390189568,-29.2931,11.6338,-262.05,-0.729006,0.299076,-6.60015,0.0,0.78796965
17527,-24.8178,20.921,-218.168,8,1,63,837671317397307392,-24.8179,20.9208,-218.186,-0.616432,0.507434,-5.09244,1.71612e-05,0.798422
17528,-27.9796,14.3597,-237.581,8,1,63,747600699239432192,-27.979,14.361,-237.581,-0.796748,0.419378,-6.81157,2.98017e-05,0.9003806
17539,-25.3319,19.854,-215.517,8,1,63,211690760402108416,-25.3318,19.8543,-215.522,-0.58595,0.470918,-5.11188,0.0,0.7517321
17543,-24.4871,21.6073,-266.914,8,1,63,837687054157479936,-24.4872,21.6071,-266.911,-0.5955,0.511677,-6.14506,1.7694e-05,0.7851329
17546,-22.7802,25.1493,-213.699,8,1,63,837672829225795584,-22.7642,25.1826,-214.127,-1.14774,1.25305,-10.1552,2.75154e-05,1.6992474
17552,-28.9574,12.3305,-263.48,8,1,63,864707277532168192,-28.9536,12.3384,-263.479,-2.162,0.910967,-19.5276,5.84915e-05,2.346083
17554,-29.3481,11.5197,-268.891,8,1,63,337776362964123648,-29.3494,11.5171,-268.902,-1.27418,0.491077,-12.0359,0.0,1.365537
17557,-31.3573,2.34082,-218.337,8,1,64,801651453910319104,-31.3574,2.33949,-218.339,-3.38421,0.261835,-23.6955,0.0,3.394324
17562,-30.7508,13.0928,-279.686,8,1,64,864707277532168192,-30.7507,13.0951,-279.708,-2.1619,0.910689,-19.5276,4.8093e-05,2.345883
17569,-30.7982,12.252,-275.686,8,1,64,153125067390189568,-30.7982,12.2523,-275.679,-0.728877,0.299266,-6.60012,0.0,0.7879225
17570,-31.3133,3.12152,-258.953,8,1,64,445866189994852352,-31.3133,3.12134,-258.954,-2.11209,0.22031,-17.1354,4.87756e-05,2.1235492
17574,-31.3287,2.847,-213.327,8,1,64,864694152112111616,-31.3287,2.84736,-213.344,-0.904994,0.0915297,-6.11661,2.24178e-05,0.9096108
17577,-31.4103,1.40165,-226.765,8,1,64,396317798000754688,-31.4106,1.39599,-226.756,-1.35521,0.0684929,-9.96871,2.95365e-05,1.3569397
17580,-29.7019,-11.8073,-164.342,8,1,65,517915606415048704,-29.7015,-11.8084,-164.333,-1.01877,-0.395697,-5.38843,2.42737e-05,1.0929173
17585,-29.5352,-12.2839,-151.368,8,1,65,427843201550778368,-29.5308,-12.2965,-151.377,-1.61851,-0.685495,-8.35029,3.50184e-05,1.7576911
17586,-29.9101,-11.2118,-139.647,8,1,65,328763391273336832,-29.9092,-11.2143,-139.623,-0.981557,-0.358399,-4.66688,2.99793e-05,1.0449421
17590,-29.0748,-13.6009,-174.404,8,1,65,878204057641025536,-29.0725,-13.6073,-174.409,-1.61365,-0.745265,-9.72734,3.53354e-05,1.777438
17592,-33.7268,-0.29547,-199.096,8,1,65,860193988458577920,-33.7262,-0.297286,-199.09,-0.785886,-0.0175211,-4.63071,1.55156e-05,0.78608125
17604,-34.0038,0.496855,-175.799,8,1,65,103589457218764800,-34.0037,0.496597,-175.8,-1.37753,0.0085088,-7.04117,2.41908e-05,1.3775562
17611,-29.2398,-13.1289,-171.068,8,1,65,225184035817652224,-29.2369,-13.1372,-171.059,-2.47495,-1.12123,-14.0487,6.16499e-05,2.717082
17622,-26.6946,-18.0518,-189.317,8,1,66,734096978463424512,-26.6927,-18.0539,-189.32,-1.36997,-0.915284,-9.54394,3.532e-05,1.6475929
17625,-28.2603,-16.2989,-194.576,8,1,66,734097115902377984,-28.2608,-16.2984,-194.591,-6.14674,-3.55635,-41.7979,6.77759e-05,7.101411
17633,-22.4545,-22.7989,-202.618,8,1,66,432349687396171776,-22.4437,-22.811,-202.618,-0.641079,-0.664622,-6.1471,0.0,0.92342013
17637,-30.5516,-13.7337,-178.527,8,1,66,225184035817652224,-30.552,-13.7332,-178.524,-2.47444,-1.12161,-14.0487,5.17859e-05,2.7167742
17638,-26.6204,-18.1349,-170.05,8,1,66,734096703585517568,-26.6201,-18.1352,-170.046,-1.79779,-1.21238,-11.272,8.63745e-05,2.1683898
17640,-30.1996,-14.1277,-181.198,8,1,66,878204057641025536,-30.1997,-14.1276,-181.203,-1.6141,-0.744369,-9.72728,3.06241e-05,1.7774712
17641,-25.919,-18.9202,-197.989,8,1,66,166645486999044096,-25.9195,-18.9196,-197.991,-0.79988,-0.594663,-6.08474,1.93062e-05,0.99671066
17642,-29.4462,-14.9712,-180.349,8,1,66,671072628361920512,-29.4461,-14.9714,-180.34,-1.31926,-0.757729,-8.40671,3.28222e-05,1.521381
17645,-25.1874,-19.7392,-139.411,8,1,66,851186514325929984,-25.1777,-19.75,-139.138,-1.73367,-1.37242,-10.2688,3.76301e-05,2.2111418
17646,-23.3675,-21.7767,-165.049,8,1,66,689053285608325120,-23.3689,-21.7751,-165.041,-0.663632,-0.60567,-4.68486,2.03884e-05,0.8984673
17647,-32.0918,-12.0093,-149.996,8,1,66,328763391273336832,-32.0915,-12.0096,-149.996,-0.981814,-0.357633,-4.66684,2.02801e-05,1.0449212
17648,-27.8759,-16.7293,-190.358,8,1,66,225190220570558464,-27.876,-16.7291,-190.358,-0.759801,-0.445211,-5.0122,2.00405e-05,0.8806306
17651,-26.7307,-18.0114,-161.524,8,1,66,707072563200655360,-26.7286,-18.0138,-161.524,-0.76028,-0.501088,-4.47546,1.67026e-05,0.91055745
17658,-31.2024,-13.0051,-159.999,8,1,66,427843201550778368,-31.2024,-13.005,-160.002,-1.61879,-0.686634,-8.3501,3.03493e-05,1.7583934
17662,-21.4569,-23.9157,-155.069,8,1,66,225184104537128960,-21.4516,-23.9217,-155.067,-0.767492,-0.841264,-5.30762,2.34929e-05,1.1387577
17663,-26.1069,-18.7098,-191.494,8,1,66,225190426728988672,-26.1078,-18.7088,-191.493,-1.1468,-0.833252,-8.21167,2.86439e-05,1.417554
17665,-23.1889,-21.9766,-142.137,8,1,66,94579921501814784,-23.1839,-21.9822,-142.139,-0.584846,-0.56723,-3.79795,1.41735e-05,0.814736
