hit_id,x,y,z,volume_id,layer_id,module_id,particle_id
16987,10.351200,-30.211000,-315.856995,8,1,37,671050431970934784
16988,-1.575260,-34.380901,-297.630005,8,1,37,734102063704702976
16989,3.949960,-32.449100,-285.309998,8,1,37,418840194184118272
16990,14.491300,-29.874901,-302.813995,8,1,38,364802839811194880
16991,20.654699,-24.369699,-288.308014,8,1,38,364814041085902848
16992,20.659401,-24.365499,-316.071991,8,1,38,364814041102688258
16993,16.179800,-28.366699,-294.415009,8,1,38,229685367702290432
16994,17.045601,-27.593399,-303.596008,8,1,38,571960038894075904
16995,14.296300,-30.049000,-280.661987,8,1,38,220688201491152896
16996,23.107800,-22.178600,-315.256989,8,1,38,274720127025414144
16997,20.659901,-24.365101,-291.411987,8,1,38,103588770023997440
16998,18.627100,-26.180799,-290.921997,8,1,38,112591708671180800
16999,15.883700,-28.631201,-303.903992,8,1,38,225193312947011584
17000,27.317801,-16.873501,-345.096985,8,1,39,747601042853605378
17001,26.887800,-17.765900,-294.139008,8,1,39,873707948436619264
17003,27.353500,-16.799400,-300.212006,8,1,39,225186440999337984
17004,29.012600,-13.356400,-331.029999,8,1,39,923238061066686465
17005,29.959200,-11.392100,-317.872009,8,1,39,864702948205133824
17006,26.670799,-18.216299,-283.320007,8,1,39,526921843597115392
17007,29.959200,-11.392100,-288.671997,8,1,39,4516037852659712
17008,26.684099,-18.188601,-312.268005,8,1,39,153138055371292672
17009,25.501900,-20.641899,-285.803009,8,1,39,864697931683332096
17010,26.280399,-19.026300,-327.864990,8,1,39,747601042853597185
17011,29.582300,-12.174300,-301.647003,8,1,39,644017632932003840
17012,26.161699,-19.272699,-287.265015,8,1,39,130606175900139520
17013,27.720600,-16.037500,-284.559998,8,1,39,693555785724067840
17015,31.830799,-2.737840,-332.816986,8,1,40,495401456585682946
17016,31.534201,-7.995870,-328.186005,8,1,40,747601042853601282
17017,31.964800,-0.362800,-292.708008,8,1,40,94582051805593600
17018,31.343500,-11.375800,-314.067993,8,1,40,355792548196782081
17019,31.996000,0.191118,-306.576996,8,1,40,306248966549274624
17020,31.887100,-1.740280,-296.533997,8,1,40,333268571448672256
17021,31.314899,-11.883100,-301.648010,8,1,40,4516037852659712
17022,32.022400,0.658737,-297.054993,8,1,40,639541589814804480
17023,31.208401,-13.772000,-306.600006,8,1,40,644017632932003840
17024,31.881399,-1.840330,-300.622009,8,1,40,671047545752911872
17025,31.684799,-5.325650,-301.812012,8,1,40,243194723475390464
17026,31.798300,-3.314660,-283.553986,8,1,40,743095793942003712
17027,32.027100,5.156950,-287.970001,8,1,41,364801396702183424
17028,29.305799,12.940100,-280.032990,8,1,41,355786088549187584
17029,30.031900,10.863400,-303.040985,8,1,41,301754437892833280
17030,30.072701,10.746800,-286.049011,8,1,41,675545785261096960
17031,33.788502,0.118978,-308.940002,8,1,41,639541589814804480
17032,31.477301,6.729350,-317.772003,8,1,41,418845897917468673
17033,33.180698,1.857390,-283.903992,8,1,41,711574857157967872
17034,33.976101,-0.417629,-310.919006,8,1,41,94582051805593600
17035,29.074800,13.600900,-301.829010,8,1,41,738594049740505088
17036,28.909700,14.072900,-295.179993,8,1,41,103588632585043968
17037,28.911501,14.068000,-326.833008,8,1,41,418836552068632577
17038,29.619301,12.043300,-319.278992,8,1,41,752103336794128384
17039,30.222200,10.318900,-331.914001,8,1,41,211679352985755650
17040,29.074800,13.600900,-294.531006,8,1,41,22529268131037184
17041,27.825399,16.785801,-296.018005,8,1,42,738591163522482176
17044,29.831200,14.540200,-304.623993,8,1,42,103588632585043968
17045,25.899799,18.941700,-291.204987,8,1,42,837680457104494593
17046,23.849899,21.236601,-292.446014,8,1,42,409834712916295680
17047,25.900299,18.941099,-291.200012,8,1,42,837680457087713280
17048,22.289600,22.983500,-303.950989,8,1,42,54047181258096640
17049,23.351700,21.794399,-300.606995,8,1,42,103588907462950912
17050,21.808201,23.522499,-303.514008,8,1,42,297239774429708288
17051,22.821800,22.387699,-295.067993,8,1,42,18019346311806976
17052,22.381500,22.880600,-333.175995,8,1,42,27037334524395520
17053,29.459499,14.956300,-327.303986,8,1,42,418836552068632577
17055,32.334702,11.737400,-325.678986,8,1,42,301754437892833280
17056,21.290400,24.102200,-287.126007,8,1,42,743106033144037376
17058,30.763000,13.497000,-293.315002,8,1,42,355786088549187584
17059,30.162800,14.169000,-305.824005,8,1,42,22529268131037184
17060,10.581400,30.349899,-280.338989,8,1,43,432345701666521088
17061,20.586599,25.528500,-301.065002,8,1,43,117106303414829056
17062,24.955999,23.423000,-297.730988,8,1,43,968277768175353856
17064,20.071600,25.776699,-349.334991,8,1,43,743111255841067010
17065,12.372700,29.486700,-288.208008,8,1,43,734098215414005760
17066,20.852501,25.400400,-284.826996,8,1,43,535931516753018880
17067,14.157900,28.626400,-304.174988,8,1,43,238693185432322048
17068,20.648800,25.498600,-324.859985,8,1,43,662034436623171584
17069,16.950199,27.280899,-293.031006,8,1,43,743111393263222784
17070,21.377001,25.147600,-281.454010,8,1,43,103583478624288768
17071,24.018801,23.874599,-346.174011,8,1,43,27037334524395520
17072,11.212000,30.046000,-280.303009,8,1,43,824159144125661184
17073,21.936001,24.878300,-296.054993,8,1,43,743106033144037376
17074,16.579100,27.459700,-294.519012,8,1,43,864701642535075840
17075,18.620501,26.475901,-280.761993,8,1,43,671041361000005632
17076,17.176201,27.171900,-293.446991,8,1,43,364799816154218496
17077,18.128401,26.713100,-296.195007,8,1,43,675545785277882370
17078,16.549400,27.474001,-283.869995,8,1,43,432345770385997824
17079,21.757799,24.964100,-285.709015,8,1,43,535937357908541440
17080,16.827000,27.340200,-311.803986,8,1,43,734107286384934912
17081,23.222099,24.258499,-285.123993,8,1,43,936751746150039552
17082,25.319500,23.247900,-298.298004,8,1,43,454874557480697856
17083,14.528500,28.447800,-284.188995,8,1,43,743118814966710272
17084,4.329870,31.740999,-294.045013,8,1,44,139613306435403776
17085,-0.241038,31.998800,-320.782013,8,1,44,950262201434767360
17086,0.557692,31.953800,-312.578003,8,1,44,112591914829611008
17087,9.258370,31.462999,-289.134003,8,1,44,333268227851288576
17088,11.671500,31.326900,-292.266998,8,1,44,824159144125661184
17089,13.122000,31.245001,-305.299011,8,1,44,734098215414005760
17090,9.398420,31.455099,-310.377991,8,1,44,153135581470130176
17091,10.962100,31.366899,-290.126007,8,1,44,432345701666521088
17092,6.731810,31.605499,-321.292999,8,1,44,761108680622997504
17093,1.826350,31.882200,-302.164001,8,1,44,211670419436994560
17095,-5.673090,31.846600,-296.230988,8,1,45,90072198705840128
17096,-5.242130,31.997299,-341.824005,8,1,45,684570233104498688
17098,-7.244260,31.297300,-327.653992,8,1,45,914232373623652352
17099,-6.132110,31.686100,-301.746002,8,1,45,220677137655398400
17100,-3.354470,32.657299,-314.204010,8,1,45,743110637348978688
17101,-10.710500,30.085300,-322.648987,8,1,45,364802839827976193
17102,-14.143000,28.885201,-285.739990,8,1,45,950264331738546176
17103,-5.079060,32.054298,-290.966003,8,1,45,40533839755345920
17104,-13.270500,29.190300,-308.691010,8,1,45,630505116062973952
17105,-23.505501,21.823299,-321.589996,8,1,46,517915812573478912
17106,-20.323200,24.665800,-314.657990,8,1,46,445881789316071424
17107,-15.600500,28.884199,-306.690002,8,1,46,225187815388872704
17108,-18.437300,26.350300,-304.515015,8,1,46,454874488761221120
17109,-16.577999,28.011000,-283.712006,8,1,46,391815504043442176
17110,-14.925500,29.487000,-295.964996,8,1,46,211680246322167808
17111,-17.961000,26.775700,-285.717010,8,1,46,364804282920206336
17112,-13.210700,31.018700,-291.748993,8,1,46,914237458864930816
17113,-17.560301,27.133600,-280.899994,8,1,46,153128434644549632
17114,-18.681000,26.132601,-298.807007,8,1,46,616995004375629824
17115,-14.551500,29.821100,-294.688995,8,1,46,950264331738546176
17116,-20.078800,24.884100,-280.162994,8,1,46,166640745355149312
17117,-26.997200,17.538900,-346.631012,8,1,47,4513701407232001
17118,-25.613400,20.410500,-287.686005,8,1,47,211690622963154944
17119,-25.105101,21.465300,-299.458008,8,1,47,445859524205608960
17120,-26.768600,18.013201,-295.774994,8,1,47,950267973870813184
17121,-27.568600,16.353001,-319.777008,8,1,47,968276325066342400
17122,-28.487600,14.445900,-288.733002,8,1,47,589972444538732544
17123,-30.197901,10.896700,-298.222992,8,1,47,914233541854756864
17124,-24.935600,21.816999,-291.847992,8,1,47,535933921934704640
17125,-23.233400,25.349501,-285.553009,8,1,47,225193038069104640
17127,-23.249300,25.316500,-291.963013,8,1,47,360289000981790720
17128,-31.739401,4.358710,-314.792999,8,1,48,355784645440176128
17129,-31.828600,2.776300,-295.373993,8,1,48,878209830077071360
17130,-31.900600,1.500240,-306.071991,8,1,48,355795640556453888
17131,-31.447800,9.527830,-310.191010,8,1,48,711577331059130368
17133,-31.569401,7.372020,-304.256012,8,1,48,734097047199682561
17134,-31.936899,0.857216,-305.381012,8,1,48,418837307966095360
17135,-31.235100,13.297800,-284.070007,8,1,48,864707277532168192
17136,-31.348000,11.296800,-309.131012,8,1,48,914233541854756864
17137,-31.916000,1.226810,-346.160004,8,1,48,936750371777286145
17138,-31.165001,14.541400,-298.381989,8,1,48,355786638305001472
17139,-31.282499,12.457200,-280.196014,8,1,48,153125067390189568
17140,-32.697899,-1.738130,-262.897003,8,1,49,711582416300408832
17141,-32.321098,-2.815920,-245.738998,8,1,49,418845966620164096
17142,-31.210600,-5.992120,-240.311005,8,1,49,954769374474928128
17143,-29.992300,-9.476510,-259.545013,8,1,49,675544273432608768
17144,-30.568800,-7.827700,-249.938004,8,1,49,94578340953849856
17145,-33.605499,0.857595,-216.434006,8,1,49,22526107035107328
17146,-30.441700,-8.191180,-226.651993,8,1,49,216173744186458112
17147,-29.558001,-10.718600,-266.455994,8,1,49,99081184666976256
17148,-29.072001,-12.108700,-262.794006,8,1,49,54052816255188992
17149,-31.572800,-4.956040,-268.569000,8,1,49,734097047182901248
17150,-28.650400,-13.314500,-273.294006,8,1,49,648528035787571200
17152,-31.714600,-4.550400,-259.813995,8,1,49,364794181157126144
17153,-30.342199,-8.475680,-215.722000,8,1,49,445872237308805120
17154,-31.773899,-4.380790,-221.363998,8,1,49,216188450154479616
17155,-30.233500,-8.786620,-259.190002,8,1,49,94579852782338048
17156,-31.059401,-6.424360,-215.317001,8,1,49,797138370995159040
17157,-31.285500,-5.777680,-232.727997,8,1,49,684558069757116416
17158,-33.837399,1.520930,-244.608994,8,1,49,396317798000754688
17159,-29.393801,-11.188200,-250.794006,8,1,49,220697684778942464
17160,-33.236500,-0.197647,-237.617996,8,1,49,270217695629148160
17161,-28.369900,-14.116900,-216.712997,8,1,49,734096909743947776
17162,-31.374001,-5.524650,-261.407013,8,1,49,837684855134224384
17163,-29.689501,-10.342700,-239.227997,8,1,49,639525097140387840
17164,-28.650400,-13.314500,-252.264008,8,1,49,117094689823260672
17165,-30.749901,-7.309700,-277.721008,8,1,49,860191583276892160
17166,-30.275499,-8.666450,-227.809006,8,1,49,639546125300269056
17167,-28.394800,-14.045400,-233.315994,8,1,49,216185082900119552
17168,-30.996599,-6.604200,-265.170013,8,1,49,873710697215688704
17169,-28.435900,-13.928100,-270.559998,8,1,49,797138577153589248
17170,-29.788000,-10.060900,-275.946014,8,1,49,216173744203247618
17171,-29.723000,-10.246600,-234.343994,8,1,49,418837857721909248
17172,-31.376200,-5.518480,-221.132996,8,1,49,481885435006550016
17173,-32.196602,-3.171840,-211.184006,8,1,49,711569840636166144
17174,-32.137001,-3.342360,-260.507996,8,1,49,837673928737423360
17175,-30.657200,-7.574860,-280.053009,8,1,49,517919111108362240
17176,-21.640699,-22.966700,-215.266998,8,1,50,950268523626627072
17177,-29.156700,-14.552100,-237.404999,8,1,50,216185082900119552
17178,-27.718201,-16.162600,-246.149002,8,1,50,220681466982432768
17179,-23.472700,-20.915800,-209.748001,8,1,50,747600767958908928
17180,-29.189899,-14.514900,-222.992996,8,1,50,734096909743947776
17181,-24.950399,-19.261299,-224.231003,8,1,50,968279623601225728
17182,-22.673300,-21.810699,-272.428009,8,1,50,499901688941903872
17183,-21.873899,-22.705700,-245.167007,8,1,50,571961275844657152
17184,-29.327999,-14.360300,-278.967010,8,1,50,797138577153589248
17185,-21.007900,-23.675200,-221.949997,8,1,50,824161068271009792
17186,-31.521900,-11.904100,-268.433014,8,1,50,220697684778942464
17187,-23.241899,-21.174101,-235.906998,8,1,50,328764422065487872
17188,-22.573299,-21.922600,-232.106003,8,1,50,716072684349292544
17189,-28.801901,-14.949300,-264.178986,8,1,50,662048317957472256
17190,-29.080099,-14.637900,-230.988998,8,1,50,779127683337420800
17191,-30.730900,-12.789700,-277.864990,8,1,50,54052816255188992
17192,-31.324200,-12.125400,-220.242004,8,1,50,873714201909002240
17193,-21.701401,-22.898800,-228.022995,8,1,50,265713683684917248
17194,-26.466101,-17.564400,-256.415009,8,1,50,954768687280160768
17195,-29.078100,-14.640200,-230.981003,8,1,50,779127683354202113
17196,-30.986700,-12.503300,-221.067001,8,1,50,873705749413363712
17197,-25.958900,-18.132299,-232.132004,8,1,50,734097528219238400
17198,-24.167700,-20.137600,-229.240997,8,1,50,657539976686206976
17199,-25.341299,-18.823700,-243.414993,8,1,50,166643219256311808
17200,-28.547300,-15.234400,-238.985001,8,1,50,211680452480598016
17201,-23.839001,-20.505600,-235.776993,8,1,50,166640814074626048
17203,-25.885700,-18.214199,-222.404999,8,1,50,427842445636534272
17206,-22.506701,-21.997200,-223.080002,8,1,50,837677364711260160
17207,-29.798300,-13.833800,-262.295013,8,1,50,117094689823260672
17208,-11.699900,-29.261299,-244.016998,8,1,51,27046886531661824
17209,-13.491400,-28.398001,-263.791992,8,1,51,639525165876649986
17210,-13.450900,-28.417500,-260.390991,8,1,51,292755072658440192
17211,-14.789400,-27.772499,-231.880997,8,1,51,337781173327495168
17212,-23.597099,-23.528200,-216.229004,8,1,51,941255551935840256
17213,-22.595900,-24.010700,-224.757996,8,1,51,950268523626627072
17214,-10.168400,-29.999300,-221.994995,8,1,51,202662189390102528
17215,-22.718201,-23.951799,-238.658005,8,1,51,265713683684917248
17216,-15.343600,-27.505400,-229.382004,8,1,51,657533791933300736
17217,-13.818700,-28.240299,-266.347992,8,1,51,837684923853701120
17218,-25.029200,-22.838100,-254.440994,8,1,51,328764422065487872
17219,-15.964100,-27.206400,-223.110001,8,1,51,166645349560090624
17220,-13.789300,-28.254400,-273.317993,8,1,51,761109917573578752
17221,-14.087200,-28.110901,-276.859009,8,1,51,220700296119058432
17222,-19.308500,-25.594801,-259.475006,8,1,51,693558946819997696
17223,-21.686100,-24.449100,-229.205994,8,1,51,824161068271009792
17224,-15.056700,-27.643700,-227.806000,8,1,51,391818390261465088
17225,-20.264000,-25.134399,-274.660004,8,1,51,27023453190094848
17226,-12.562800,-28.845400,-258.785004,8,1,51,391818390278246401
17227,-10.213500,-29.977600,-280.177002,8,1,51,306245599294914560
17228,-24.008801,-23.329800,-246.580002,8,1,51,716072684349292544
17229,-22.923201,-23.853001,-257.454010,8,1,51,571961275844657152
17230,-17.709200,-26.365499,-232.714005,8,1,51,180151750395691008
17232,-23.880699,-23.391600,-236.238007,8,1,51,837677364711260160
17233,-21.171000,-24.697300,-270.515991,8,1,51,4515281938415616
17234,-15.697700,-27.334801,-253.669998,8,1,51,873699014904643584
17235,-10.101600,-30.919500,-220.294998,8,1,52,4527376566321152
17236,-4.325890,-31.245300,-228.069000,8,1,52,639525165859864576
17237,-10.162100,-30.916100,-229.677002,8,1,52,166645280840613888
17238,-9.267670,-30.966600,-210.710007,8,1,52,842178352998514688
17239,-6.624730,-31.115601,-274.979004,8,1,52,837680457104498690
17240,-9.130960,-30.974300,-240.464005,8,1,52,4527445285797888
17241,-12.787500,-30.768000,-213.841003,8,1,52,94576897844838400
17242,-8.708180,-30.998100,-246.244003,8,1,52,238692360798601216
17243,-9.456060,-30.955900,-217.723999,8,1,52,22520540757491712
17244,-11.710000,-30.828800,-234.268005,8,1,52,211680383761121280
17245,1.586600,-31.578800,-232.365997,8,1,52,27031768246779904
17246,-10.316600,-30.907400,-261.441986,8,1,52,639525165876649986
17247,-5.384260,-31.185600,-270.248993,8,1,52,954777002336845824
17248,-5.963330,-31.153000,-209.977005,8,1,52,495397883156103168
17249,0.012359,-31.490000,-235.917007,8,1,52,896219074642583554
17250,-5.536890,-31.177000,-210.209000,8,1,52,616994935656153088
17251,-8.599160,-31.004299,-223.343994,8,1,52,94576485527977984
17252,-2.771000,-31.333000,-236.266998,8,1,52,99080772350115840
17253,-4.733070,-31.222300,-213.425003,8,1,52,621497985527709696
17254,-1.508480,-31.404200,-272.497986,8,1,52,734102063704702976
17255,-8.599100,-31.004299,-250.705002,8,1,52,27031836966256640
17256,-1.251110,-31.418800,-251.184006,8,1,52,9008023888461824
17257,-12.365400,-30.791800,-256.182007,8,1,52,27046886531661824
17258,1.037470,-31.547899,-211.171005,8,1,52,873727808365395968
17259,-10.504400,-30.896799,-228.584000,8,1,52,202662189390102528
17261,3.834230,-31.965000,-221.169006,8,1,53,662034574062125056
17262,9.998740,-29.809700,-233.048996,8,1,53,166642051025207296
17263,1.032730,-32.944500,-220.925995,8,1,53,873727808365395968
17264,8.078730,-30.481001,-269.855988,8,1,53,292738167667163136
17265,11.699200,-29.215200,-210.610992,8,1,53,450360512492863488
17266,5.628400,-31.337700,-260.024994,8,1,53,495401525288370176
17267,5.724460,-31.304100,-274.174011,8,1,53,306252402523111424
17268,10.289900,-29.707899,-234.563004,8,1,53,301760004170448896
17269,11.709800,-29.211500,-240.626007,8,1,53,864699443511820288
17270,8.748230,-30.246901,-245.335999,8,1,53,860188422180962304
17271,13.550500,-28.567900,-266.890991,8,1,53,220688201491152896
17272,8.925090,-30.185101,-222.074997,8,1,53,324263502497710080
17273,8.453110,-30.350100,-250.591995,8,1,53,716079075260628992
17274,1.666320,-32.723000,-240.772003,8,1,53,27031768246779904
17275,7.832340,-30.567200,-260.580994,8,1,53,220680023873421312
17276,-1.308180,-33.763000,-269.644989,8,1,53,9008023888461824
17277,5.449290,-31.400400,-266.647003,8,1,53,837674409773760512
17278,14.116900,-28.369900,-239.162994,8,1,53,526922668230836224
17279,0.459307,-33.145000,-237.785004,8,1,53,896219074642583554
17280,3.903210,-31.940901,-280.253998,8,1,53,418840194184118272
17281,11.719500,-29.208099,-227.589996,8,1,53,860188765778345984
17282,8.536380,-30.320999,-235.613007,8,1,53,18015016984772608
17283,13.823500,-28.472401,-210.192993,8,1,53,689052667133034496
17284,4.958990,-31.571800,-224.845001,8,1,53,549439635575537664
17285,16.426001,-27.483000,-274.213989,8,1,54,63061870935801856
17286,19.497499,-24.739401,-237.059006,8,1,54,684556214331244544
17287,16.073000,-27.798300,-243.533997,8,1,54,216173538028027904
17288,14.063700,-29.592899,-276.410004,8,1,54,220688201491152896
17289,21.886700,-22.605400,-248.445999,8,1,54,45038332735913984
17291,16.978399,-26.989500,-262.330994,8,1,54,364795143229800448
17292,18.693899,-25.457300,-228.037003,8,1,54,130606244619616256
17293,14.508600,-29.195601,-246.610001,8,1,54,526922668230836224
17294,14.138800,-29.525900,-211.309998,8,1,54,58548238264827904
17295,17.088600,-26.891100,-253.748993,8,1,54,292738717422977024
17296,12.413900,-31.066601,-223.860992,8,1,54,450360512492863488
17297,19.522400,-24.717199,-209.524002,8,1,54,427842376917057536
17298,14.247900,-29.428499,-217.181000,8,1,54,689052667133034496
17299,17.219700,-26.774000,-256.742004,8,1,54,445867152067526656
17300,16.314301,-27.582701,-258.112000,8,1,54,126101751639048192
17301,23.675200,-21.007900,-239.630005,8,1,54,166640333038288896
17302,12.487300,-31.000999,-255.442001,8,1,54,864699443511820288
17303,14.871600,-28.871401,-254.916000,8,1,54,495401387849416704
17304,19.196199,-25.008600,-231.623993,8,1,54,337777531195228160
17305,15.600600,-28.220200,-225.656998,8,1,54,873736673177894912
17306,19.219999,-24.987301,-251.296997,8,1,54,364814659561193472
17307,17.678600,-26.364100,-242.975998,8,1,54,27033829831081984
17308,17.019699,-26.952600,-273.230011,8,1,54,657530630837370880
17309,12.465900,-31.020100,-241.710999,8,1,54,860188765778345984
17310,18.288099,-25.819700,-238.442001,8,1,54,418841774732083200
17311,17.022600,-26.950100,-213.511993,8,1,54,139617910640345088
17312,26.298300,-17.848600,-248.727005,8,1,55,364804214200729600
17313,29.065901,-12.105300,-220.794006,8,1,55,220686346065281024
17314,26.281000,-17.884600,-243.949005,8,1,55,747609289174024192
17315,24.723801,-21.116100,-232.798004,8,1,55,153129190558793728
17316,25.068199,-20.401400,-265.584991,8,1,55,743099023757410304
17317,24.923100,-20.702400,-213.434006,8,1,55,405325753169739776
17318,28.675200,-12.916100,-239.727005,8,1,55,873702519597957120
17319,28.870600,-12.510700,-250.595001,8,1,55,558451232876789760
17320,23.672600,-23.297600,-263.832001,8,1,55,220685177834176512
17321,26.262400,-17.923201,-278.910004,8,1,55,526921843597115392
17322,27.159901,-16.060801,-234.873001,8,1,55,153137849212862464
17323,29.977600,-10.213500,-229.891998,8,1,55,301747497225682944
17324,23.286600,-24.098499,-264.334991,8,1,55,45038332735913984
17325,26.043900,-18.376600,-271.856995,8,1,55,337777393756274688
17326,26.777201,-16.854900,-256.364990,8,1,55,716074196177780736
17327,27.690701,-14.959100,-249.436005,8,1,55,306248829110321152
17328,25.056400,-20.425800,-210.776993,8,1,55,252202060169084928
17329,25.572599,-19.354500,-233.440994,8,1,55,860192064313229312
17330,27.286100,-15.798800,-279.847992,8,1,55,693555785724067840
17331,26.825600,-16.754499,-253.692993,8,1,55,130605969741709312
17332,24.445700,-21.693300,-247.367996,8,1,55,166640333038288896
17333,31.205200,-5.037150,-245.332001,8,1,56,923241565743218688
17334,31.156799,-5.894600,-217.863998,8,1,56,27036990927011840
17335,31.170900,-5.645680,-234.940002,8,1,56,229687498006069248
17336,31.247601,-4.285570,-267.856995,8,1,56,743096687295201280
17337,31.273199,-3.831240,-264.369995,8,1,56,4532942843936768
